I0,I1,I2,I3
-0.432297,-0.419613,-15.456161,-18.191803
-0.431963,-0.419442,-16.195923,-18.407875
-0.431628,-0.4191,-15.906616,-18.2211
-0.43146,-0.418929,-15.694214,-18.400551
-0.431125,-0.418586,-16.184937,-18.634926
-0.430957,-0.418415,-16.635391,-18.107574
-0.430622,-0.418072,-15.382919,-18.78508
-0.430454,-0.417729,-16.03479,-18.601967
-0.430286,-0.417557,-16.016479,-18.733803
-0.429951,-0.417386,-15.855347,-18.865646
-0.429614,-0.417043,-15.983521,-18.92424
-0.429446,-0.416699,-16.038452,-18.605629
-0.42911,-0.416527,-16.10437,-18.5214
-0.428942,-0.416355,-16.404663,-18.682533
-0.428605,-0.416011,-16.628067,-19.239182
-0.428437,-0.415667,-16.375366,-19.147629
-0.4281,-0.415667,-16.470581,-18.569008
-0.427931,-0.415322,-16.690323,-19.052414
-0.427594,-0.41515,-16.097046,-19.056076
-0.427425,-0.414805,-15.771118,-18.979172
-0.427088,-0.414633,-15.624634,-18.821701
-0.426919,-0.414288,-16.672012,-18.847336
-0.426581,-0.414116,-16.80751,-18.719154
-0.426413,-0.413943,-16.781876,-19.389336
-0.426243,-0.413597,-16.298462,-18.682533
-0.425905,-0.413425,-16.701309,-19.004807
-0.425736,-0.413251,-17.096817,-19.056076
-0.425567,-0.413079,-16.748917,-19.118332
-0.425228,-0.412906,-16.617081,-19.290459
-0.425059,-0.412559,-16.715958,-19.352715
-0.424889,-0.412386,-16.302124,-19.165939
-0.424551,-0.412213,-16.518204,-19.711601
-0.424381,-0.41204,-16.411987,-18.71183
-0.424211,-0.411867,-16.280151,-19.235519
-0.424042,-0.41152,-16.379028,-18.894943
-0.423872,-0.411347,-16.221558,-19.447929
-0.423702,-0.411173,-16.624405,-19.759216
-0.423532,-0.411,-16.829483,-19.356377
-0.423362,-0.410826,-16.97963,-19.173264
-0.423193,-0.410652,-16.562149,-19.821472
-0.423023,-0.410478,-15.946899,-18.847336
-0.422853,-0.410305,-16.811172,-18.913254
-0.422682,-0.410131,-16.331421,-18.946213
-0.422682,-0.409957,-16.067749,-19.627373
-0.422512,-0.409609,-16.983292,-19.279472
-0.422172,-0.409435,-16.712296,-19.601738
-0.422001,-0.409261,-17.001602,-19.65667
-0.421831,-0.409087,-16.693985,-19.169601
-0.421661,-0.408913,-16.873428,-19.418633
-0.421491,-0.408739,-16.99794,-19.685966
-0.42132,-0.408564,-16.390015,-19.594414
-0.42115,-0.40839,-16.825821,-19.989929
-0.420979,-0.408215,-17.170059,-19.195236
-0.420809,-0.408041,-17.444717,-18.850998
-0.420638,-0.407867,-17.27626,-19.367363
-0.420467,-0.407692,-16.99794,-20.400093
-0.420296,-0.407517,-16.675674,-19.93866
-0.420126,-0.407343,-16.752579,-20.1474
-0.419955,-0.407168,-17.195694,-19.982605
-0.419784,-0.406818,-16.745255,-20.341499
-0.419613,-0.406643,-16.221558,-19.737236
-0.419613,-0.406468,-17.349503,-20.107117
-0.419442,-0.406294,-16.704971,-20.282906
-0.419271,-0.405943,-17.323868,-19.997253
-0.4191,-0.405943,-16.891739,-19.905701
-0.418929,-0.405593,-17.144424,-19.858093
-0.418757,-0.405418,-17.68277,-19.696953
-0.418586,-0.405242,-17.506989,-20.099792
-0.418415,-0.405242,-17.946442,-20.352486
-0.418243,-0.405067,-17.909821,-20.773636
-0.418072,-0.404716,-17.953766,-20.433052
-0.417901,-0.404716,-17.569244,-20.685738
-0.417729,-0.404365,-17.254288,-21.055618
-0.417557,-0.404189,-17.598541,-20.455025
-0.417386,-0.404014,-17.217667,-20.392769
-0.417214,-0.403838,-17.624176,-20.898148
-0.417042,-0.403662,-17.693756,-20.458687
-0.416871,-0.403486,-17.514313,-20.176697
-0.416699,-0.40331,-17.093155,-20.737007
-0.416527,-0.403134,-17.356827,-21.015335
-0.416355,-0.402958,-17.983063,-21.257042
-0.416183,-0.402782,-17.463028,-21.081253
-0.416183,-0.402606,-17.591217,-21.073929
-0.416011,-0.402429,-17.569244,-21.022659
-0.415839,-0.402253,-17.96109,-20.813919
-0.415667,-0.402077,-17.836578,-20.275581
-0.415495,-0.401901,-17.367813,-20.249939
-0.415495,-0.401724,-17.386124,-20.667427
-0.415322,-0.401548,-18.23941,-20.85054
-0.41515,-0.401371,-17.558258,-21.026321
-0.414978,-0.401194,-17.94278,-21.498741
-0.414805,-0.401017,-18.005035,-21.000687
-0.414633,-0.400841,-17.565582,-21.055618
-0.414461,-0.400664,-17.506989,-20.594185
-0.414461,-0.400664,-18.400543,-21.681847
-0.414288,-0.400487,-18.319977,-21.260704
-0.414115,-0.40031,-17.726715,-20.905472
-0.413943,-0.400133,-17.792633,-20.718697
-0.41377,-0.400133,-18.202789,-20.663765
-0.41377,-0.399956,-18.301666,-20.487984
-0.413597,-0.399779,-17.748688,-21.004349
-0.413424,-0.399779,-18.451813,-20.634468
-0.413251,-0.399602,-18.415192,-20.894485
-0.413251,-0.399425,-18.217438,-21.084915
-0.412906,-0.399248,-18.444489,-20.744331
-0.412906,-0.399248,-17.917145,-20.385445
-0.412732,-0.39907,-18.437164,-20.758987
-0.412559,-0.39907,-18.217438,-20.42939
-0.412386,-0.398893,-18.103912,-20.469673
-0.412386,-0.398893,-18.455475,-20.70771
-0.412213,-0.398715,-18.466461,-21.015335
-0.41204,-0.398538,-18.57634,-20.667427
-0.411867,-0.398361,-18.41153,-20.542915
-0.411693,-0.398361,-18.759445,-20.700386
-0.41152,-0.398361,-18.129547,-20.447701
-0.41152,-0.398183,-18.444489,-20.42939
-0.411346,-0.398183,-18.356598,-21.407188
-0.411346,-0.398005,-17.865875,-21.132523
-0.411173,-0.398005,-18.547043,-20.817581
-0.411,-0.397828,-18.426178,-20.923782
-0.411,-0.39765,-18.700851,-20.385445
-0.410826,-0.39765,-18.147858,-20.425728
-0.410652,-0.397472,-18.385895,-21.008011
-0.410478,-0.397472,-18.213776,-21.213089
-0.410478,-0.397294,-17.898834,-21.048294
-0.410305,-0.397294,-18.202789,-20.517281
-0.410305,-0.397294,-18.979172,-20.722359
-0.410131,-0.397294,-18.122223,-20.872513
-0.409957,-0.397116,-18.532394,-20.693062
-0.409783,-0.397116,-18.466461,-20.755325
-0.409783,-0.396938,-18.671555,-20.674751
-0.409609,-0.396938,-18.52507,-21.297325
-0.409609,-0.396938,-18.858322,-21.011673
-0.409435,-0.396938,-18.64592,-20.572212
-0.409435,-0.396761,-18.173492,-20.169373
-0.409261,-0.396761,-18.356598,-20.773636
-0.409261,-0.396761,-18.64592,-20.052185
-0.409087,-0.396761,-18.887619,-20.02655
-0.408913,-0.396761,-18.957199,-19.931335
-0.408913,-0.396583,-18.916916,-19.111008
-0.408739,-0.396583,-18.609299,-20.352486
-0.408739,-0.396583,-18.598312,-20.220642
-0.408564,-0.396583,-17.972076,-20.693062
-0.408564,-0.396583,-18.49942,-20.392769
-0.40839,-0.396404,-18.880295,-19.967957
-0.408215,-0.396404,-18.726486,-19.949646
-0.408215,-0.396404,-19.143967,-20.110779
-0.408215,-0.396404,-18.814377,-19.978943
-0.408041,-0.396404,-19.224533,-20.09613
-0.408041,-0.396226,-18.455475,-20.495308
-0.408041,-0.396226,-18.620285,-21.161819
-0.407692,-0.396404,-19.034103,-20.612495
-0.407692,-0.396226,-18.59465,-20.590523
-0.407517,-0.396226,-18.495758,-20.29023
-0.407517,-0.396226,-18.334625,-20.509956
-0.407517,-0.396226,-18.755783,-20.367134
-0.407343,-0.396226,-18.543381,-20.30854
-0.407168,-0.396226,-19.081711,-20.246277
-0.407168,-0.396226,-18.876633,-19.843445
-0.407168,-0.396226,-18.620285,-19.700615
-0.406993,-0.396048,-18.642258,-19.81781
-0.406993,-0.396048,-19.151291,-20.202332
-0.406818,-0.396048,-19.140305,-20.656441
-0.406818,-0.396226,-18.90593,-19.693291
-0.406643,-0.396226,-18.788742,-19.74456
-0.406643,-0.396048,-19.385666,-19.576103
-0.406468,-0.396048,-18.829025,-20.213318
-0.406468,-0.396226,-19.407639,-19.986267
-0.406293,-0.396048,-18.49942,-20.414742
-0.406293,-0.396048,-18.979172,-19.700615
-0.406118,-0.396048,-18.726486,-20.502632
-0.406118,-0.396048,-18.638596,-20.242615
-0.405943,-0.396048,-19.352707,-19.653008
-0.405943,-0.396048,-19.224533,-19.770203
-0.405768,-0.396048,-18.880295,-19.832458
-0.405768,-0.396048,-19.568787,-20.129089
-0.405768,-0.396048,-19.037766,-20.253609
-0.405593,-0.396048,-18.792404,-20.337837
-0.405417,-0.396048,-19.052414,-20.238953
-0.405417,-0.396048,-18.821701,-20.502632
-0.405242,-0.396048,-18.869308,-20.784622
-0.405242,-0.39587,-19.030441,-19.828796
-0.405242,-0.396048,-18.891281,-20.304878
-0.405067,-0.39587,-19.015793,-19.671318
-0.405067,-0.396048,-19.484543,-20.037537
-0.404892,-0.39587,-19.62738,-19.894714
-0.404892,-0.396048,-19.129318,-20.227966
-0.404716,-0.39587,-19.865417,-19.854431
-0.404716,-0.39587,-18.931564,-20.202332
-0.40454,-0.396048,-19.546814,-21.004349
-0.40454,-0.396048,-18.730148,-20.202332
-0.404365,-0.396048,-18.916916,-19.814148
-0.404365,-0.396048,-18.949875,-19.95697
-0.404365,-0.39587,-18.949875,-19.95697
-0.404189,-0.39587,-19.195236,-20.205994
-0.404189,-0.39587,-19.297775,-20.110779
-0.404013,-0.39587,-19.264816,-19.583427
-0.403838,-0.39587,-19.656677,-20.202332
-0.403838,-0.39587,-19.704285,-19.953308
-0.403662,-0.396048,-20.074158,-20.052185
-0.403662,-0.39587,-19.32341,-20.1474
-0.403486,-0.39587,-19.924011,-20.473335
-0.40331,-0.396048,-19.642029,-20.476997
-0.40331,-0.39587,-19.590759,-20.509956
-0.40331,-0.39587,-19.20256,-20.407417
-0.403134,-0.396048,-20.282898,-20.590523
-0.403134,-0.39587,-19.740906,-20.180359
-0.402958,-0.39587,-19.436935,-20.044861
-0.402782,-0.39587,-19.316086,-20.462349
-0.402782,-0.39587,-19.11467,-20.49897
-0.402782,-0.39587,-19.909363,-20.09613
-0.402605,-0.39587,-19.521179,-20.092468
-0.402605,-0.39587,-19.396652,-20.118103
-0.402429,-0.39587,-19.986267,-20.136414
-0.402253,-0.39587,-20.103455,-19.850769
-0.402253,-0.39587,-19.839783,-20.78096
-0.402077,-0.39587,-20.330505,-20.07782
-0.402077,-0.39587,-19.356369,-20.414742
-0.4019,-0.39587,-20.085144,-19.847107
-0.4019,-0.39587,-19.169601,-20.381783
-0.401724,-0.39587,-19.261154,-20.407417
-0.401724,-0.39587,-19.67865,-20.444038
-0.401724,-0.39587,-20.136414,-20.319527
-0.401548,-0.39587,-19.620056,-19.821472
-0.401548,-0.39587,-19.689636,-20.011902
-0.401371,-0.39587,-20.088806,-19.685966
-0.401195,-0.39587,-20.059509,-19.773865
-0.401195,-0.39587,-20.414734,-19.638359
-0.401017,-0.39587,-19.989929,-19.576103
-0.401017,-0.39587,-19.594421,-20.345161
-0.400841,-0.39587,-20.667435,-20.843216
-0.400841,-0.39587,-19.814148,-20.572212
-0.400664,-0.39587,-19.532166,-19.920349
-0.400664,-0.395691,-19.67865,-20.184021
-0.400664,-0.39587,-20.059509,-20.253609
-0.400488,-0.39587,-19.781189,-20.271919
-0.40031,-0.39587,-20.176697,-20.048523
-0.40031,-0.39587,-19.414963,-19.67498
-0.400134,-0.39587,-19.60907,-19.891052
-0.400134,-0.395691,-20.209656,-20.264595
-0.399957,-0.39587,-20.1474,-19.865417
-0.399957,-0.39587,-20.257263,-20.531929
-0.39978,-0.39587,-19.733582,-19.982605
-0.39978,-0.39587,-20.301208,-19.528496
-0.399602,-0.39587,-20.722366,-19.268486
-0.399602,-0.39587,-20.370789,-19.924011
-0.399425,-0.39587,-20.09613,-19.850769
-0.399425,-0.39587,-20.645462,-20.205994
-0.399248,-0.39587,-20.21698,-19.934998
-0.399248,-0.39587,-19.934998,-20.506294
-0.399071,-0.395691,-20.253601,-20.015564
-0.399071,-0.395691,-20.601517,-20.246277
-0.398893,-0.39587,-20.923782,-20.616158
-0.398893,-0.39587,-19.653015,-19.762878
-0.398716,-0.39587,-20.140076,-19.623711
-0.398716,-0.39587,-20.455017,-20.169373
-0.398539,-0.39587,-20.422058,-20.019226
-0.398539,-0.39587,-20.579544,-19.880066
-0.398539,-0.39587,-20.704056,-20.249939
-0.398361,-0.39587,-20.458679,-20.30854
-0.398183,-0.39587,-20.491638,-20.151062
-0.398183,-0.39587,-20.022888,-20.447701
-0.398183,-0.39587,-20.187683,-20.301216
-0.398006,-0.395691,-20.184021,-20.564888
-0.398006,-0.39587,-19.960632,-20.191345
-0.397828,-0.39587,-20.290222,-20.403755
-0.397828,-0.395691,-20.352478,-19.836121
-0.397828,-0.39587,-20.041199,-19.894714
-0.39765,-0.395691,-20.264587,-19.755554
-0.39765,-0.39587,-20.195007,-20.052185
-0.397472,-0.39587,-20.553909,-20.227966
-0.397472,-0.395691,-20.509964,-19.88739
-0.397472,-0.39587,-20.297546,-20.249939
-0.397295,-0.39587,-20.975052,-20.195007
-0.397295,-0.39587,-20.363464,-20.209656
-0.397117,-0.39587,-20.715042,-20.184021
-0.397117,-0.39587,-19.828796,-19.891052
-0.397117,-0.39587,-20.253601,-19.975281
-0.396939,-0.39587,-20.195007,-20.238953
-0.396939,-0.39587,-20.290222,-19.876404
-0.396939,-0.39587,-20.334167,-20.224304
-0.396939,-0.39587,-20.352478,-20.1474
-0.396761,-0.39587,-20.608841,-20.260933
-0.396761,-0.39587,-20.638138,-19.916687
-0.396583,-0.395691,-21.092239,-20.326851
-0.396583,-0.39587,-20.16571,-20.081482
-0.396583,-0.39587,-20.997025,-20.140076
-0.396405,-0.39587,-20.630814,-20.433052
-0.396405,-0.39587,-20.583206,-20.143738
-0.396405,-0.39587,-20.597855,-19.74456
-0.396226,-0.39587,-21.05928,-20.279243
-0.396226,-0.39587,-20.09613,-20.044861
-0.396226,-0.39587,-20.817581,-20.030212
-0.396048,-0.39587,-21.084915,-19.832458
-0.396048,-0.395691,-20.854202,-19.964294
-0.396048,-0.39587,-20.249939,-19.693291
-0.396048,-0.39587,-20.110779,-19.872742
-0.39587,-0.395691,-20.484314,-19.883728
-0.39587,-0.39587,-20.766312,-20.704048
-0.39587,-0.395691,-20.107117,-20.337837
-0.39587,-0.39587,-20.726028,-19.642021
-0.395691,-0.39587,-20.35614,-20.022888
-0.395691,-0.39587,-19.967957,-20.00824
-0.395691,-0.39587,-20.47699,-19.982605
-0.395691,-0.39587,-20.279236,-20.125427
-0.395513,-0.39587,-20.158386,-20.469673
-0.395513,-0.39587,-20.561234,-20.09613
-0.395513,-0.39587,-21.04097,-20.085144
-0.395513,-0.39587,-20.282898,-19.612724
-0.395513,-0.39587,-20.063171,-19.872742
-0.395335,-0.39587,-20.429382,-20.78096
-0.395335,-0.395691,-20.52095,-20.249939
-0.395335,-0.395691,-19.594421,-19.696953
-0.395335,-0.395691,-20.154724,-19.715263
-0.395335,-0.395691,-20.308533,-19.872742
-0.395335,-0.39587,-20.26825,-20.011902
-0.395335,-0.39587,-20.663773,-19.316093
-0.395335,-0.39587,-20.667435,-19.48455
-0.395335,-0.39587,-20.487976,-19.821472
-0.395156,-0.39587,-20.627151,-19.663994
-0.395156,-0.39587,-20.367126,-20.469673
-0.395156,-0.39587,-20.758987,-20.484322
-0.395156,-0.396048,-19.934998,-20.433052
-0.395156,-0.39587,-20.484314,-20.400093
-0.394977,-0.39587,-20.799271,-19.806824
-0.394977,-0.39587,-20.246277,-20.282906
-0.394977,-0.39587,-20.052185,-19.989929
-0.394977,-0.39587,-20.480652,-19.480888
-0.394977,-0.39587,-20.162048,-20.334175
-0.394977,-0.39587,-20.293884,-20.07782
-0.394799,-0.39587,-20.535599,-20.392769
-0.394799,-0.39587,-20.1474,-19.667656
-0.394977,-0.39587,-20.378113,-19.58709
-0.394799,-0.39587,-20.1474,-20.092468
-0.394799,-0.39587,-20.381775,-20.092468
-0.394799,-0.39587,-19.891052,-20.209656
-0.394799,-0.396048,-19.843445,-20.326851
-0.394799,-0.39587,-19.872742,-19.788513
-0.394799,-0.396048,-19.982605,-20.242615
-0.394799,-0.39587,-20.275574,-19.989929
-0.394799,-0.39587,-20.359802,-19.634697
-0.394799,-0.39587,-20.07782,-19.828796
-0.394799,-0.39587,-20.484314,-19.931335
-0.394799,-0.39587,-20.557571,-20.044861
-0.394799,-0.39587,-20.491638,-20.466011
-0.394799,-0.39587,-20.469666,-19.839783
-0.394799,-0.39587,-20.656448,-20.337837
-0.394799,-0.39587,-19.95697,-19.733574
-0.394799,-0.39587,-19.898376,-20.037537
-0.394799,-0.39587,-19.821472,-19.88739
-0.394799,-0.39587,-20.326843,-19.986267
-0.394799,-0.39587,-20.151062,-20.29023
-0.394799,-0.39587,-19.898376,-20.136414
-0.394799,-0.39587,-20.715042,-19.751892
-0.394799,-0.39587,-20.202332,-20.033875
-0.394799,-0.39587,-20.546585,-19.7995
-0.394799,-0.39587,-20.304871,-20.154724
-0.394799,-0.39587,-20.707718,-20.696724
-0.394799,-0.39587,-20.235291,-20.224304
-0.39462,-0.39587,-20.125427,-20.469673
-0.394799,-0.39587,-20.458679,-20.019226
-0.39462,-0.39587,-20.088806,-20.143738
-0.394799,-0.39587,-20.063171,-20.557564
-0.39462,-0.39587,-20.213318,-20.070496
-0.394799,-0.39587,-20.099792,-19.93866
-0.394799,-0.39587,-20.151062,-19.755554
-0.394799,-0.39587,-20.444031,-19.762878
-0.394799,-0.39587,-19.740906,-20.235291
-0.39462,-0.39587,-19.693298,-20.242615
-0.39462,-0.39587,-20.312195,-19.95697
-0.394799,-0.39587,-20.00824,-19.934998
-0.39462,-0.39587,-20.220642,-19.960632
-0.39462,-0.39587,-20.619827,-20.271919
-0.39462,-0.39587,-20.055847,-19.997253
-0.394799,-0.39587,-20.209656,-19.810486
-0.39462,-0.39587,-20.341492,-20.297554
-0.394799,-0.39587,-20.151062,-20.066833
-0.394799,-0.39587,-20.279236,-19.982605
-0.394799,-0.39587,-20.33783,-20.052185
-0.394799,-0.39587,-20.466003,-20.824905
-0.394799,-0.39587,-20.396423,-20.282906
-0.394799,-0.39587,-19.989929,-20.176697
-0.39462,-0.39587,-20.187683,-19.953308
-0.394799,-0.39587,-20.451355,-19.627373
-0.394799,-0.39587,-19.993591,-19.781189
-0.394799,-0.39587,-20.271912,-19.795837
-0.39462,-0.39587,-20.553909,-20.42939
-0.394799,-0.39587,-20.158386,-20.220642
-0.394799,-0.39587,-20.224304,-19.506523
-0.394799,-0.39587,-21.018997,-20.246277
-0.394799,-0.39587,-21.194778,-20.066833
-0.39462,-0.39587,-20.136414,-20.279243
-0.39462,-0.39587,-20.550247,-20.561226
-0.39462,-0.39587,-20.601517,-20.458687
-0.39462,-0.39587,-20.129089,-20.059509
-0.39462,-0.39587,-20.037537,-20.242615
-0.39462,-0.39587,-20.121765,-20.246277
-0.39462,-0.39587,-19.814148,-20.528267
-0.39462,-0.39587,-20.279236,-20.21698
-0.39462,-0.39587,-19.744568,-20.315865
-0.39462,-0.39587,-20.429382,-20.323189
-0.39462,-0.39587,-19.949646,-20.777298
-0.39462,-0.39587,-20.173035,-20.828568
-0.39462,-0.39587,-20.000916,-19.806824
-0.39462,-0.39587,-20.092468,-19.755554
-0.39462,-0.39587,-19.821472,-20.16571
-0.39462,-0.39587,-20.6418,-20.224304
-0.39462,-0.39587,-19.967957,-20.586861
-0.39462,-0.39587,-20.363464,-20.480659
-0.39462,-0.39587,-20.579544,-20.074158
-0.39462,-0.39587,-20.528275,-20.037537
-0.39462,-0.39587,-20.553909,-20.088806
-0.39462,-0.39587,-20.202332,-20.678413
-0.39462,-0.39587,-19.814148,-19.810486
-0.39462,-0.39587,-20.282898,-20.180359
-0.39462,-0.39587,-20.411072,-19.693291
-0.39462,-0.39587,-20.033875,-19.858093
-0.39462,-0.39587,-20.00824,-20.136414
-0.39462,-0.39587,-20.616165,-20.162048
-0.39462,-0.39587,-20.227966,-19.693291
-0.39462,-0.39587,-20.799271,-20.323189
-0.39462,-0.39587,-20.715042,-20.242615
-0.39462,-0.39587,-20.4953,-19.920349
-0.39462,-0.39587,-20.041199,-19.814148
-0.39462,-0.39587,-20.411072,-20.004578
-0.39462,-0.39587,-20.458679,-19.565117
-0.39462,-0.39587,-20.608841,-20.162048
-0.39462,-0.39587,-21.048294,-20.129089
-0.39462,-0.39587,-20.184021,-20.348824
-0.39462,-0.39587,-20.740677,-20.238953
-0.39462,-0.39587,-20.473328,-20.396431
-0.39462,-0.39587,-20.220642,-20.524605
-0.39462,-0.39587,-20.030212,-19.978943
-0.39462,-0.39587,-20.352478,-20.641792
-0.39462,-0.39587,-20.630814,-20.004578
-0.39462,-0.39587,-20.817581,-19.65667
-0.39462,-0.39587,-20.359802,-19.993591
-0.39462,-0.39587,-20.044861,-20.744331
-0.39462,-0.39587,-19.69696,-20.015564
-0.39462,-0.39587,-20.227966,-19.48455
