-0.339884,-0.331882,-22.081024,-21.989471
-0.339685,-0.331882,-21.143509,-21.388878
-0.339486,-0.331882,-21.550018,-22.029755
-0.339288,-0.33168,-21.385208,-21.487755
-0.339089,-0.33168,-21.890594,-21.026321
-0.339089,-0.33168,-21.769745,-20.704048
-0.338891,-0.33168,-21.945526,-21.645226
-0.338691,-0.33168,-21.509735,-21.850311
-0.338492,-0.33168,-22.293427,-22.007782
-0.338294,-0.33168,-21.842987,-21.286339
-0.338294,-0.33168,-21.571991,-21.520714
-0.338095,-0.33168,-21.465775,-21.777069
-0.337895,-0.331478,-21.733124,-21.473106
-0.337696,-0.33168,-21.2314,-20.773636
-0.337497,-0.331478,-21.868622,-20.905472
-0.337497,-0.331478,-21.897919,-20.835892
-0.337297,-0.331478,-21.846649,-21.550011
-0.337097,-0.331478,-22.454559,-20.912796
-0.336898,-0.331478,-22.289764,-21.641563
-0.336699,-0.331478,-22.297089,-21.751434
-0.336699,-0.331478,-22.198212,-21.05928
-0.336499,-0.331478,-22.428925,-21.092239
-0.336299,-0.331478,-22.963608,-21.399864
-0.336099,-0.331478,-21.886932,-21.546349
-0.335899,-0.331478,-22.663315,-21.971161
-0.335899,-0.331478,-22.289764,-21.275352
-0.335699,-0.331478,-22.249481,-21.029984
-0.335499,-0.331478,-22.934311,-20.993362
-0.335499,-0.331478,-21.93454,-21.436485
-0.335098,-0.331478,-21.740448,-21.132523
-0.335098,-0.331478,-21.857635,-20.751663
-0.334898,-0.331478,-21.996796,-20.813919
-0.334698,-0.331478,-21.308304,-21.282677
-0.334698,-0.331478,-22.293427,-21.399864
-0.334497,-0.331478,-22.249481,-21.202103
-0.334296,-0.331277,-21.711151,-21.868622
-0.334096,-0.331478,-21.88327,-21.938202
-0.333895,-0.331478,-22.081024,-21.418175
-0.333895,-0.331478,-21.733124,-21.626915
-0.333694,-0.331277,-21.667206,-21.520714
-0.333493,-0.331277,-22.612045,-20.6894
-0.333292,-0.331478,-22.410614,-21.004349
-0.333292,-0.331277,-22.414276,-21.842987
-0.333091,-0.331277,-22.106659,-21.60128
-0.332889,-0.331277,-21.81369,-21.084915
-0.332688,-0.331277,-22.498505,-21.143509
-0.332688,-0.331478,-22.546127,-21.315636
-0.332487,-0.331277,-22.586411,-21.24971
-0.332487,-0.331478,-22.428925,-20.652779
-0.332285,-0.331277,-22.300751,-20.630806
-0.332083,-0.331277,-22.059052,-21.374229
-0.332083,-0.331478,-22.395966,-21.546349
-0.331882,-0.331277,-22.560776,-21.2314
-0.331882,-0.331277,-22.432587,-21.220413
-0.33168,-0.331277,-22.201874,-21.048294
-0.331478,-0.331277,-22.044403,-21.425499
-0.331276,-0.331277,-22.359344,-21.242386
-0.331276,-0.331277,-22.308075,-21.410851
-0.331074,-0.331277,-23.007553,-21.268028
-0.331074,-0.331277,-22.28244,-21.081253
-0.330872,-0.331478,-22.641342,-21.242386
-0.330671,-0.331277,-21.810028,-21.213089
-0.330671,-0.331277,-22.168915,-21.810028
-0.330671,-0.331478,-22.35202,-21.25338
-0.330468,-0.331478,-22.0737,-21.425499
-0.330468,-0.331478,-22.557114,-21.062943
-0.330266,-0.331478,-22.02243,-20.85054
-0.330266,-0.331277,-21.846649,-21.172806
-0.330063,-0.331478,-22.527817,-21.575645
-0.330063,-0.331277,-22.535141,-21.24971
-0.329861,-0.331478,-22.026093,-20.872513
-0.329861,-0.331277,-23.102768,-20.729683
-0.329659,-0.331478,-22.062714,-21.037308
-0.329659,-0.331478,-21.53537,-21.454796
-0.329659,-0.331277,-21.938202,-21.165482
-0.329456,-0.331478,-22.165253,-21.51339
-0.329456,-0.331478,-21.689178,-21.853973
-0.329253,-0.331478,-21.432816,-21.502403
-0.32905,-0.331478,-21.762421,-20.942093
-0.32905,-0.331478,-22.373993,-20.865189
-0.32905,-0.331277,-21.963837,-20.29023
-0.32905,-0.331478,-22.135956,-20.857864
-0.328848,-0.331277,-22.531479,-21.359581
-0.328848,-0.331277,-22.293427,-21.546349
-0.328644,-0.331478,-21.916229,-21.297325
-0.328644,-0.331478,-21.615936,-21.645226
-0.328644,-0.331478,-22.113983,-21.432823
-0.328442,-0.331478,-22.044403,-20.912796
-0.328442,-0.331478,-22.132294,-20.956741
-0.328442,-0.331478,-22.253143,-21.286339
-0.328442,-0.331478,-21.703827,-21.557335
-0.328442,-0.331277,-21.967499,-21.198441
-0.328239,-0.331277,-21.579315,-21.092239
-0.328239,-0.331478,-22.278778,-21.414513
-0.328239,-0.331277,-22.729233,-21.506065
-0.328239,-0.331478,-21.941864,-21.773407
-0.328239,-0.331478,-21.550018,-20.824905
-0.328239,-0.331478,-21.612274,-21.498741
-0.328035,-0.331277,-21.377884,-21.451134
-0.328239,-0.331478,-22.480194,-20.90181
-0.328035,-0.331478,-22.139618,-21.44381
-0.328035,-0.331478,-22.007782,-21.465782
-0.328035,-0.331478,-21.619598,-21.311974
-0.328035,-0.331478,-21.374222,-21.315636
-0.327832,-0.331277,-22.007782,-21.429161
-0.328035,-0.331277,-21.982147,-21.418175
-0.328035,-0.331478,-21.473099,-20.824905
-0.327832,-0.331277,-21.751434,-21.106888
-0.327832,-0.331478,-21.392532,-21.147171
-0.327832,-0.331478,-21.894257,-21.539024
-0.328035,-0.331277,-21.842987,-21.454796
-0.327832,-0.331277,-21.506073,-21.685509
-0.327832,-0.331277,-21.659882,-21.659874
-0.327832,-0.331277,-21.271683,-20.872513
-0.327832,-0.331478,-21.974823,-21.297325
-0.327832,-0.331478,-21.901581,-20.927444
-0.327832,-0.331277,-21.084915,-20.828568
-0.327832,-0.331478,-21.062943,-21.568321
-0.327832,-0.331478,-21.700165,-21.139847
-0.327832,-0.331277,-21.905243,-21.147171
-0.327832,-0.331277,-22.260468,-21.246048
-0.327832,-0.331478,-21.905243,-20.667427
-0.327629,-0.331277,-21.670868,-21.377892
-0.327832,-0.331277,-21.692841,-21.293663
-0.327629,-0.331277,-21.399857,-21.022659
-0.327629,-0.331478,-21.678192,-22.007782
-0.327832,-0.331478,-21.619598,-21.95285
-0.327629,-0.331277,-21.641571,-21.403526
